Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL3927598;;None;841.47;2;7.66;BDBM232400;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4C(=O)C3CCCCC3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';250.0;nM;6.60;;405199;UO_0000065;7.85;0.15;-1.06;4.65;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;250.0
CHEMBL2031022;;None;890.33;2;9.06;BDBM50384353;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4Cc3ccc(Cl)c(Cl)c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';20.0;nM;7.70;;405200;UO_0000065;8.65;0.18;-1.36;6.16;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;20.0
CHEMBL3893805;;None;835.04;2;5.76;BDBM232449;CCCCN(CCCC)C(=O)c1cn(CCN2CCOCC2)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1;IC50;'=';120.0;nM;6.92;;405261;UO_0000065;8.29;0.16;1.16;4.48;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;120.0
CHEMBL3309262;;None;1043.65;None;None;26;CN(C)C(=O)COc1ccc(-c2ccc(Cl)cc2)c(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)c1;IC50;'<';10.0;nM;;;;UO_0000065;;;;;0;CHEMBL3369467;Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3351631;1;Scientific Literature;Bioorg Med Chem Lett;2014;None;;;;0.01
CHEMBL135934;;None;614.29;2;9.68;5;O=C1c2cc(Br)ccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1cc(Br)ccc1-5;IC50;'=';7700.0;nM;5.11;;;UO_0000065;8.32;0.18;-4.57;14.98;0;CHEMBL651291;In vitro inhibitory activity against Bak-Bh3 peptide binding to the Bcl-2;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134645;1;Scientific Literature;J Med Chem;2001;None;;;;7.7
CHEMBL3912236;;None;844.43;2;6.01;BDBM232404;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4C(=O)N3CCOCC3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';340.0;nM;6.47;;405204;UO_0000065;7.66;0.15;0.46;4.19;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;340.0
CHEMBL3960836;;None;794.30;2;7.89;BDBM232416;CCCCN(CCCC(F)(F)F)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';110.0;nM;6.96;;405221;UO_0000065;8.76;0.17;-0.93;5.72;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;110.0
CHEMBL3954559;;None;818.35;2;7.52;BDBM232418;CCCCN(C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl)c1ccc2c(c1)OCCO2;IC50;'=';70.0;nM;7.16;;405223;UO_0000065;8.74;0.17;-0.37;5.11;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;70.0
CHEMBL3963735;;None;1058.48;None;None;BDBM232436;CCCCN(Cc1ccc(-c2ccc(CC(=O)O)cc2)cc1)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4Cc3ccc(Cl)c(Cl)c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';10.0;nM;8.00;;405241;UO_0000065;7.56;None;None;None;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;10.0
CHEMBL3899265;;None;939.75;2;11.38;BDBM232440;CCCCN(C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(Cl)ccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl)c1cccc(-c2cccc(Cl)c2)c1;IC50;'=';70.0;nM;7.16;;405245;UO_0000065;7.61;0.16;-4.23;5.88;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;70.0
CHEMBL3921891;;None;777.00;2;7.01;BDBM232447;CCCCN(CCCC)C(=O)c1cn(CCCN(C)C)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)n1;IC50;'=';200.0;nM;6.70;;405259;UO_0000065;8.62;0.16;-0.31;5.36;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;200.0
CHEMBL3897725;;None;860.82;2;6.53;BDBM232450;CCCCN(CCCC)C(=O)c1cn(C)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(I)c4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)n1;IC50;'=';6.97;nM;8.16;;405262;UO_0000065;9.48;0.21;1.63;5.52;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;6.97
CHEMBL3601398;CGM-097;1.0;659.27;2;6.58;1, NVP-CGM097;COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3603527;Inhibition of Bcl2 (unknown origin) assessed as inhibition of Bcl2-Bad interaction by TR-FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3600357;1;Scientific Literature;J Med Chem;2015;None;;;;50000.0
CHEMBL4552126;;None;493.38;1;5.34;1;COC(=O)CCNC1=C(C#N)C(=O)c2cccc3c(Sc4ccc(Br)cc4)ccc1c23;IC50;'=';4520.0;nM;5.34;;;UO_0000065;10.83;0.24;0.00;6.75;0;CHEMBL4322321;Inhibition of biotinylated Bim peptide (81 to 106 residues) binding to His-tagged human Bcl-2 expressed in Escherichia coli BL21 (DE3) cells preincubated for 1 hr followed by biotinylated Bim peptide addition measured after 2 hrs by ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL4321796;1;Scientific Literature;J Med Chem;2019;None;;;;4.52
CHEMBL344254;;None;456.50;1;8.16;12;O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5;IC50;;;nM;;;Not Active;UO_0000065;;;;;0;CHEMBL875933;"In vitro inhibition of Bak-Bh3 peptide binding to the Bcl-2 using human myeloid leukemia cell line HL-60; Inactive";B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134645;1;Scientific Literature;J Med Chem;2001;None;;;;
CHEMBL3701382;;None;717.27;2;6.76;BDBM161571;Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C;IC50;'=';2.6;nM;8.59;;304869;UO_0000065;11.97;0.23;1.83;8.03;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;2.6
CHEMBL376408;ABT 737;1.0;813.45;2;7.88;1, ABT-737;CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-];IC50;'=';2.0;nM;8.70;;;UO_0000065;10.69;0.21;0.82;6.79;0;CHEMBL2066619;Binding affinity to N-terminus 6X His-tagged human Bcl2 expressed in Escherichia coli BL21 (DE3) cells after 2 hrs by fluorescence polarization assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;BL21-DE3;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2062483;1;Scientific Literature;J Med Chem;2012;None;;;;2.0
CHEMBL3704789;;None;730.84;2;6.25;BDBM161623;COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cc(C#N)n(C)c3C)c(C)n2C)cc1F;IC50;'=';2.6;nM;8.59;;304921;UO_0000065;11.75;0.22;2.34;7.39;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;2.6
CHEMBL3701365;;None;703.24;2;6.45;BDBM161554;Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';2.4;nM;8.62;;304926;UO_0000065;12.26;0.23;2.17;8.06;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;2.4
CHEMBL3704795;;None;713.81;2;6.00;BDBM161632;Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(cnn3C)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';2.9;nM;8.54;;304929;UO_0000065;11.96;0.22;2.54;7.84;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;2.9
CHEMBL3704803;;None;763.34;2;7.18;BDBM161640;Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3CCOC3)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CCCN2CCOCC2)n1C;IC50;'=';2.8;nM;8.55;;304937;UO_0000065;11.20;0.21;1.37;8.12;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;2.8
CHEMBL3701297;;None;658.77;2;6.72;BDBM161482;Cc1c(C(=O)N(c2ccccc2)c2ccc(O)cc2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';16.2;nM;7.79;;304781;UO_0000065;11.83;0.22;1.07;9.96;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;16.2
CHEMBL3701300;;None;716.81;2;6.76;BDBM161485;Cc1ccc(N(C(=O)c2cc(-c3cc4c(cc3C(=O)N3Cc5ccccc5C[C@H]3CN3CCOCC3)OCO4)n(C)c2C)c2ccc(O)cc2)cc1F;IC50;'=';4.4;nM;8.36;;304784;UO_0000065;11.66;0.22;1.60;8.64;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;4.4
CHEMBL3701309;;None;679.22;2;5.97;BDBM161494;Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';4.0;nM;8.40;;304793;UO_0000065;12.36;0.23;2.43;8.74;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;4.0
